High Income,Middle Income,Low Income
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
0,63.63636363636363,36.36363636363637
